Codigo-N;DIRECCION;ACTIVIDAD - Nombre Sede Nuevo;Ambito;TELEFONO Principal;Respaldo Movil / NGN/ RDSI Local;POBLACION;PROVINCIA;NIF;DISTRITO POSTAL;DISTRITO TARIFICACION;TIPO CONEXIÓN;SERVICIOS Prestados;ESTADO julio 2018;CRITICIDAD;Horario Servicio;Contacto Centro Fijo;Conatcto Centro Móvil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038;C/ Dipatación, s/n;Hogar Tercera Edad de  Illueca;Admon.;976820883;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1715;C/ GENERAL FRANCO, 1;AGRUP. SECR. JUZGADOS DE PAZ DE IILUECA;Externo;976820822;;;ZARAGOZA;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2423;C/ San Babil s/n;C.E.I.P. Benedicto XIII - Illueca;C. Educa.;976820227;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2570;C/ San Ildefonso s/n;I.E.S. Sierra de la Virgen - Illueca;C. Educa.;976822544;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0167;C/ Cerco Iglesia, 5;Villanueva;Admon.;788025;;;Teruel;LS5011001D;44122;4471;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0061;Calzada de Las Monjas;Parque de Maquinaria Jaca;Admon.;361880;;;Huesca;LS5011001D;22700;2268;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0070;Avda. de Regimiento de Galicia 2, Local;Oficina de Turismo de Jaca;Admon.;974360098;;;Huesca;LS5011001D;22700;2268;;L;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0086;Ctra. Jaca-Puente la Reina Km. 6;Inst. Formacion Agroambiental - IFA Jaca;Admon.;974356819;;;Huesca;LS5011001D;22700;2268;;L, V, D??;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0107;C/ Nuestra Señora de la Victoria;Nuestra Señora de la Victoria;Admon.;355778;;;Huesca;LS5011001D;22700;2268;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0108;C/ Madrid 36;Madrid 36;Admon.;361989;;;Huesca;LS5011001D;22700;2268;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0125;C/ Ramon y Cajal 7;Comunidad de los Pirineos;Admon.;974363100 No AMT / ¿974360214? AMT;;;Huesca;LS5011001D;22700;2268;;No Servicios;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0126;Rapitan;Rapitan;Admon.;360496;;;Huesca;LS5011001D;22700;2268;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0417;Avda. Levante 10;Oficina Delegada de Jaca;Admon.;974356736;;;Huesca;;;;;L, V, D;activo;ES. REMOTO;12X5;974364263 Emergencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0486;C/ Levante, 4;Hogar 3ª Edad Jaca;Admon.;974361950;638585984 / 749068;;Huesca;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0488;Avda. Tierra de Biescas, s/n;Parque de Maquinaria Jaca;Admon.;974361880;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;629482731 Oriol Marti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0521;Avda. de Rapitan, s/n;CASAR-Hospital de Jaca;Salud;974355331;974263603;;Huesca;;22700;;;L, V, D;activo;ES. REMOTO;24x7;;660488662 / 780310 Jefe taller: 648044978 / 770040 Tc. Informatico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0606;Plaza Constitución, 6-8;Centro Salud Jaca;Salud;974362586;974263622;;Huesca;;;;;L, V, D;activo;ES. REMOTO;24x7;;636493154 / 720014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0658;C/ Calzada de Rapitán, s/n;061 Ume Jaca / edifico CASAR;Salud;;;;Huesca;;;;VPN IP / Telefonica;L, D;activo;ES. REMOTO;12X5;David Añon - 514064;636741535 / 710523 Coordinador ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1510;Plaza Ferial, s/n.;Juzgado de Jaca;Justicia;974360075;974263646;;Huesca;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1664;C/ Mayor, 44;Gestora Turística de San Juan de la Peña ;Externo;;;;Huesca;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1665;C/ Unica;Gestora Turística de San Juan de la Peña ;Externo;;;;Huesca;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1685;Av. Nuestra Señora de la Victoria S/N;IPE Jaca;Externo;;;;Huesca;;;;;;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1686;C/ Universidad, 3 ;Residencia Universidad de Zaragoza;Externo;;;;Huesca;;;;;;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1741;CRTA. A-1603, S/N;MONASTERIO VIEJO DE SAN JUAN DE LA PEÑA;Externo;974355119;;;HUESCA;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;C/ Monte Perdido 1;A.C.E.P.A. Jacetania - Jaca;C. Educa.;974362875;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2057;C/ Ferrocarril 17;I.E.S. Pirineos - Jaca;C. Educa.;974355857;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2108;Avda. Regimiento Galicia s/n;Ext. E.O.I. de Sabiñánigo - Jaca;C. Educa.;974361847;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2121;C/ Juan Xxiii s/n;E.O.E.P. Subsede Equipo Gral. Serrablo-Jacetania - Jaca;C. Educa.;974363200;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2468;Avda. Juan Xxiii, 48;C.E.I.P. Monte Oroel - Jaca;C. Educa.;974356459;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2768;C/ Ferrocarril s/n;E.H. de Jaca - Jaca;C. Educa.;974362067;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2769;Avda. Regimiento Galicia, 6;I.E.S. Domingo Miral - Jaca;C. Educa.;974361847;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2770;C/ San José de Calasanz, 3;C.E.I.P. San Juan de la Peña - Jaca;C. Educa.;974356370;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2611;C/ Afan de Rivera s/n;C.R.A. Mesa-Piedra-Alto Campillo - Jaraba;C. Educa.;976872929;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2593;C/ Alta s/n;C.R.A. Aranda-Isuela - Jarque de Moncayo;C. Educa.;976820212;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2059;Plaza Larraz s/n;C.R.A. Río Aragón - Jasa;C. Educa.;974371507;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2675;C/ San Cristobal s/n;C.R.A. Orba - Jaulín;C. Educa.;;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1730;AFUERA, S/N;VIVERO DE JAVIERREGAY;Externo;;;;HUESCA;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2424;Plaza de España 1;C.E.I.P. Ramón y Cajal - Joyosa (La);C. Educa.;976651155;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0263;C/ Castellar s/n, bajo;Castellar s/n, Bajo;Admon.;730719;;;Zaragoza;LS5011001D;50191;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2286;C/ Baja 5;C.R.A. de Castellote - Ladruñán;C. Educa.;;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0586;Avda. Pineta, 2;Centro Salud Lafortunada;Salud;974504031;974263643;;Huesca;;;;;L, V, D;activo;ES. REMOTO;24x7;;659944093 / 720034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2484;Avda. Aínsa s/n;C.R.A. Cinca-Cinqueta - Lafortunada;C. Educa.;;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2031;C/ Mayor s/n;C.R.A. A Redolada - Laluenga;C. Educa.;;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2829;Paseo Comenge 42;C.R.A. Monegros-Hoya - Lalueza;C. Educa.;974575146;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2766;Avda. Zaragoza-Monzón, 60;C.R.A. Monegros Norte - Lanaja;C. Educa.;974574245;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2036;C/ Iglesia 20;C.R.A. Baja Ribagorza - Lascuarre;C. Educa.;974544261;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2095;Plaza Gil Sastre s/n;C.R.A. Alta Ribagorza - Laspaúles;C. Educa.;974553836;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2488;C/ Cantonada s/n;C.R.A. Cinca-Cinqueta - Laspuña;C. Educa.;974505057;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2619;C/ Santo Domingo 51;C.R.A. L' Albardín - Lécera;C. Educa.;976835183;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2693;Avda. Zaragoza 70;C.R.A. Bajo Gállego - Leciñena;C. Educa.;976168084;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2620;Avda. 18 de Julio s/n;C.R.A. L' Albardín - Letux;C. Educa.;976837019;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2871;C/ Molino, 38;C.R.A. Turia;C. Educa.;978784185;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0241;C/ Umbria, s/n;Umbria, s/n;Admon.;802015;;;Teruel;LS5011001D;44412;4468;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2234;C/ Baja 18;C.R.A. Maestrazgo Gúdar - Linares de Mora;C. Educa.;978802117;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2785;Ctra. Nacional Ii s/n, Km.442;C.E.I.P. Litera - Litera;C. Educa.;974470430;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2351;C/ San Roque s/n;C.R.A. Algars - Lledó;C. Educa.;978891925;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1739;ZONA CASTILLO, S/N;CASTILLO DE LOARRE;Externo;974382627;;;HUESCA;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2725;Ctra. de Valencia s/n;C.E.I.P. Diego Escolano - Longares;C. Educa.;976142418;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0373;C/ San Anton;San Anton;Admon.;;;;Teruel;;;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2300;Ctra. de Monforte s/n;C.R.A. de Muniesa - Loscos;C. Educa.;978758050;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2580;Salida Epila 17;C.R.A. de Lumpiaque - Lucena de Jalón;C. Educa.;976813784;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2638;C/ Pignatelli 3;C.R.A. Ínsula Barataria - Luceni;C. Educa.;976651240;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0199;C/ Mayor, s/n;Mayor, s/n;Admon.;730141;;;Teruel;LS5011001D;44391;4465;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2689;C/ Destajadas s/n;C.R.A. los Bañales - Luesia;C. Educa.;976673310;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2581;C/ Muntadas 3;C.R.A. de Lumpiaque - Lumpiaque;C. Educa.;976601617;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0626;Plaza España, 1;Centro Salud Luna;Salud;976689274;976696237;;Zaragoza;;;;;L, V, D;activo;ES. REMOTO;24x7;;606408996 / 710060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2624;C/ Nuestra Señora de Monlora 5;C.R.A. Monlora - Luna;C. Educa.;976689081;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2493;C/ Única 2;C.E.I.P. San Ginés - Lupiñén;C. Educa.;974270024;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1112;Parque Juan Carlos I. Pabellón 7, stand nº 7B12;Recinto Ferial IFEMA / Ocasional;Admon.;;;;Madrid;;;;;L;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1113;C/ Antonio Maura , 7;Oficina DGA en Madrid;Admon.;;;;Madrid;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0573;Glorieta de los Martires, s/n;Centro Salud Maella;Salud;976639230;976696242;;Zaragoza;;;;;L, V, D;activo;ES. REMOTO;24x7;;676964221 / 710065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2425;Plaza de Zaragoza 38;C.E.I.P. Virgen del Portal - Maella;C. Educa.;976638065;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2707;C/ Zaragoza 50;Secc. I.E.S. Mar de Aragón - Maella;C. Educa.;976638800;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2672;C/ la Paz s/n;C.R.A. la Huecha - Magallón;C. Educa.;976858178;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2540;Ctra. de Valencia s/n;C.E.I.P. Santa Ana - Mainar;C. Educa.;976807218;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2673;Plaza Constitución s/n;C.R.A. la Huecha - Maleján;C. Educa.;976852423;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0648;Paseo del Puy, 3;Consultorio Mallen;Salud;976850807 / No AMT;;;Zaragoza;;;;;D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;Avda. de la Libertad, 25;I.E.S. Valle del Huecha - Mallén;C. Educa.;976861409;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2426;C/ Miraflores s/n;C.E.I.P. Manlia - Mallén;C. Educa.;976850394;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2628;C/ Fernando El Catolico s/n;C.R.A. Bécquer - Malón;C. Educa.;976198120;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2595;C/ Doctor García Sancho 7;C.R.A. Tres Riberas - Maluenda;C. Educa.;976890289;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0221;C/ Quince Division, 4;Quince Division, 4;Admon.;781912;;;Teruel;LS5011001D;44420;4471;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2216;C/ Ingeniero Piqueras 1;C.R.A. Javalambre - Manzanera;C. Educa.;978781813;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2596;C/ San Fabián s/n;C.R.A. Tres Riberas - Mara;C. Educa.;976892044;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0649;Ctra. Valencia, 25 (N330 Teruel-Zaragoza);Centro Salud Maria de Huerva;Salud;976124121;976696227;;Zaragoza;;;;;L, V, D;activo;ES. REMOTO;24x7;;639358765 / 710026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2734;Avda. Zaragoza s/n;C.E.I.P. San Roque - María de Huerva;C. Educa.;976683030;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2874;C/ Río de Jalón, s/n;C.E.I.P. María de Huerva II;C. Educa.;976124211;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2296;C/ Baja 37;C.R.A. de Martín del Río - Martín del Río;C. Educa.;978750022;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2336;C/ Huesca s/n, Casa de Cultura;C.P.E.P.A. Cuenca Minera - Martín del Río;C. Educa.;;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0157;Ctra. de Castellote, 58;Carretera de Castellote, 58;Admon.;848049;;;Teruel;LS5011001D;44564;4463;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0190;C/ La Costera, s/n;La Costera, s/n;Admon.;848062;;;Teruel;LS5011001D;44564;4463;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0574;C/ la Portera, 10;Centro Salud Mas de Las Matas;Salud;978848945;978223931;;Teruel;;;;;L, V, D;activo;ES. REMOTO;24x7;;680981296 / 730028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1055;Plaza de la Iglesia, 10;OCA Mas de Las Matas;Admon.;978848062;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1091;C/ El Pilón, 6;Parque de Maquinaria Mas de Las Matas;Admon.;978848798;;;Teruel;;;;;L;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138;C/ Escuelas 9;C.E.I.P. Valero Serrano - Mas de las Matas;C. Educa.;978848087;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2326;C/ Escuelas s/n;A.C.E.P.A. de Alcorisa - Mas de las Matas;C. Educa.;978848843;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1734;POLIGONO DE CAMPOJAMON, S/N;MATADERO AGROALIMENTARIA DE TERUEL, S.A.;Externo;;;;TERUEL;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2268;C/ Fondus s/n;C.R.A. Somontano-Bajo Aragón - Mata de los Olmos (La);C. Educa.;978849357;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2340;C/ Cortes de Aragón s/n;C.R.A. Matarranya - Mazaleón;C. Educa.;978898858;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2660;C/ Muro Navarro 5;C.R.A. María Moliner - Mediana de Aragón;C. Educa.;976833755;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0587;C/ Q, 46;Centro Salud Mequinenza;Salud;974465415;974263644;;Zaragoza;;;;;L, V, D;activo;ES. REMOTO;24x7;;659909356 / 710103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1690;Polígono Industrial Riols, c/ Uúnica (Parcela 8);Nuevo Centro de Emprendedores;Externo;;;;Zaragoza;;;;;;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1716;PLAZA DEL AYUNTAMIENTO, 5;AGRUP. SECR. JUZGADOS DE PAZ DE MEQUINENZA;Externo;974464161;;;ZARAGOZA;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2427;Ctra. de Fraga s/n;C.E.I.P. María Quintana - Mequinenza;C. Educa.;974464270;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2708;Ctra. de Fraga s/n;Secc. I.E.S. Bajo Cinca - Mequinenza;C. Educa.;974465073;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2669;C/ Ramón y Cajal s/n;C.R.A. Vicort-Isuela - Mesones de Isuela;C. Educa.;976605787;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2676;C/ Calvario s/n;C.R.A. Orba - Mezalocha;C. Educa.;;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2251;C/ Ctra. s/n;C.R.A. Pablo Antonio Crespo - Mezquita de Jarque;C. Educa.;;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2597;C/ Barranco 10;C.R.A. Tres Riberas - Miedes de Aragón;C. Educa.;976892245;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2072;C/ Magdalena s/n;C.R.A. Ribera del Cinca - Miralsot;C. Educa.;974454141;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2269;C/ Las Escuelas s/n;C.R.A. Somontano-Bajo Aragón - Molinos;C. Educa.;978849186;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0050;C/ Monasterio de Piedra s/n, bajos;Piscifactoria Monast. Piedra;Admon.;849047;;;Zaragoza;LS5011001D;50210;5062;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2683;C/ Mayor s/n;C.R.A. la Sabina - Monegrillo;C. Educa.;976163062;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0677;C/ La Vega, 15;Consultorio de Monreal de Ariza;Salud;976845380 / No AMT;;;Teruel;;;;;D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2656;C/ La Vega 15;C.R.A. Puerta de Aragón - Monreal de Ariza;C. Educa.;;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0220;Plaza Mayor, s/n;OCA Monreal del Campo;Admon.;978864505;629366100 / 749028;;Teruel;LS5011001D;44300;4470;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0228;C/ San Juan Bautista, 14;San Juan Bautista,14;Admon.;863822;;;Teruel;LS5011001D;44300;4470;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0616;C/ Pirineos, 2;Centro Salud Monreal del Campo;Salud;978863467;978223917;;Teruel;;;;;L, V, D;activo;ES. REMOTO;24x7;;676249148 / 710373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0663;Ctra. Madrid, s/n;061 Ume Monreal del Campo;Salud;;;;Teruel;;;;VPN IP / Telefonica;L, D;activo;ES. REMOTO;12X5;David Añon - 514064;636738346 / 710515 Coordinador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1082;C/ Teruel ;Silo Monreal del Campo;Admon.;978863120;;;Teruel;;;;;L;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2139;Avda. Alfonso I El Batallador 1;C.E.I.P. Ntra. Sra. del Pilar - Monreal del Campo;C. Educa.;978864530;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2246;C/ María Moliner 4;I.E.S. Salvador Victoria - Monreal del Campo;C. Educa.;978863511;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
